ID,URL,Recipe Name,Ingredients,Instructions,Processed Ingredients
c9ae82b1,https://www.breadandbasil.nyc/recipes/herbed-sourdough-breadcrumbs,Herb Seasoned Sourdough Breadcrumbs,"5 cups of sourdough bread cubes, roughly torn or cut into 1 inch pieces (stale bread is great here but not a necessity), 1/4 cup extra virgin olive oil, 2 tablespoons of fresh, hearty herbs, such as thyme, rosemary, and sage, 2 teaspoons garlic powder, to taste, Zest of one large lemon (optional), 1 1/2 teaspoons kosher salt, or more to taste","Preheat the oven to 375°F. Line a large baking sheet with parchment paper or foil., Pulse the bread crumbs in the bowl of a food processor until they are coarse or fine crumbs, depending on preference. Work in batches to ensure all pieces are processed evenly. You should end up with about 4 cups of crumbs. Set aside., In a large bowl, stir together olive oil, herbs, garlic powder, lemon zest if using, and salt. Add bread and stir to coat crumbs thoroughly and evenly. Tip: rubbing the pieces between your hands helps infuse the herb and lemon zest flavor more fully., Spread crumbs on baking sheet to form a single layer. Bake until the crumbs are completely dried out and reach your desired color, anywhere between 15-30 minutes, stirring every so often. The difference in baking time depends on how stale your bread was to begin with; more moisture = longer cooking time. Keep an eye on the crumbs towards the end of 15 minutes and monitor occasionally until done. Taste and add any additional salt desired at this time., Cool crumbs completely on baking sheet. Use immediately or store in an airtight container for up to 2 months in the freezer. If needed, re-crisp in a 375°F oven prior to serving.","('sourdough bread cubes', 5.0, 'cups'), ('extra virgin olive oil', 0.25, 'cup'), ('herbs', 2.0, 'tablespoons'), ('garlic powder', 2.0, 'teaspoons'), ('lemon zest', 1.0, None), ('kosher salt', 1.5, 'teaspoons')"
d66ca68c,https://sallysbakingaddiction.com/garlic-rosemary-herb-focaccia/,Garlic Rosemary Herb Focaccia,"2 cups (480ml) warm water (between 100–110°F, 38–43°C), 2 teaspoons granulated sugar, 2 teaspoons instant or active dry yeast (slightly less than 1 standard packet), 1/4 cup (60ml) extra virgin olive oil, 1 Tablespoon kosher salt, 4 and 1/2–5 cups (563–625g) all-purpose flour or bread flour (spooned & leveled), plus more for hands, 5 Tablespoons (75ml) extra virgin olive oil or more as needed, divided, 2 garlic cloves, minced, 3–4 Tablespoons chopped fresh herbs such as basil, thyme, and rosemary (or 2 Tablespoons dried herbs), sprinkle of coarse salt and freshly ground black pepper","Prepare the dough, Whisk half of the water (1 cup; 240ml), 2 teaspoons sugar, and 2 teaspoons yeast together in the bowl of your stand mixer fitted with a dough hook or paddle attachment. Cover and allow to rest for 5 minutes., Add the remaining water, olive oil, salt, and 1 cup (130g) flour. Beat on low speed for 20 seconds, then add 3 and 1/2 cups (440g) more flour. Beat on low speed for 2 minutes. If the dough is still sticking to the sides of the bowl, add the last 1/2 cup (60g) of flour., Knead the dough, Keep the dough in the mixer and beat for an additional 5 full minutes, or knead by hand on a lightly floured surface for 5 full minutes. (If you’re new to bread-baking, my How to Knead Dough video tutorial can help here.) If the dough becomes too sticky during the kneading process, sprinkle 1 teaspoon of flour at a time on the dough or on the work surface/in the bowl to make a soft, slightly tacky dough. Do not add more flour than you need because you do not want a dry dough. After kneading, the dough should still feel a little soft. Poke it with your finger—if it slowly bounces back, your dough is ready to rise. You can also do a “windowpane test” to see if your dough has been kneaded long enough: tear off a small (roughly golfball-size) piece of dough and gently stretch it out until it’s thin enough for light to pass through it. Hold it up to a window or light. Does light pass through the stretched dough without the dough tearing first? If so, your dough has been kneaded long enough and is ready to rise. If not, keep kneading until it passes the windowpane test., Let the dough rise, Lightly grease a large bowl with a teaspoon of oil or some nonstick spray—just use the same bowl you used for the dough. Place the dough in the bowl, turning it to coat all sides in the oil. Cover the bowl with aluminum foil, plastic wrap, or a clean kitchen towel. Allow the dough to rise at room temperature for 2–3 hours or until double in size. (Tip: For the warm environment on a particularly cold day, heat your oven to 150°F (66°C). Turn the oven off, place the dough inside, and keep the door slightly ajar. This will be a warm environment for your dough to rise. After about 30 minutes, close the oven door to trap the air inside with the rising dough. When it’s doubled in size, remove from the oven.), Prepare the pan, Generously grease a 12×17-inch baking pan (with at least 1-inch-tall sides) with 2 Tablespoons of olive oil. This is the base layer of the bread, so be generous with the oil. A pastry brush is helpful to spread it., Flatten the dough, When the dough is ready, punch it down to release any air bubbles. Place on the oiled baking pan, then stretch and flatten the dough to fit the pan. Don’t tear the dough. If it’s shrinking (mine always does), cover it with a clean towel and let it rest for 5–10 minutes before continuing. This lets the gluten settle and it’s much easier to shape after that., Let the dough rest, Cover the dough tightly and let it rest in the refrigerator for at least 1 hour and up to 24 hours. The longer it rests, the better the flavor. I recommend at least 12 hours., Remove the dough from the refrigerator and let it sit at room temperature as you preheat the oven and prepare the toppings. Keep it covered. It may rise a little during this time, but not much., Preheat oven to 450°F (232°C). Allow it to heat for at least 10–15 minutes so every inch of the oven is very hot., Prepare the toppings:, Whisk the 3 remaining Tablespoons of olive oil with the minced garlic and herbs. Set aside., Using your fingers, dimple the dough all over the surface. You can watch me do this in the video above. Drizzle on the olive oil topping and use your hands or a pastry brush to spread it all over the top. Add a little more olive oil if needed so the dough is completely covered. (This creates the crisp crust!) Sprinkle with a little coarse salt and freshly ground black pepper., Bake for 20–23 minutes or until lightly browned on top. If desired, broil on high for the last minute to really brown the top., Cut and serve hot or let it come to room temperature before slicing and serving. Focaccia tastes wonderful warm or at room temperature. Cover leftover focaccia tightly and store at room temperature for 2 days or in the refrigerator for 1 week. You can also freeze the baked and cooled focaccia for up to 3 months. Thaw in the refrigerator or at room temperature. To reheat the slices, you can use the microwave or bake in a 300°F (149°C) oven for 5 minutes.","[('water', 2.0, 'cups'), ('sugar', 2.0, 'teaspoons'), ('yeast', 2.0, 'teaspoons'), ('olive oil', 1/4, 'cup'), ('salt', 1.0, 'tablespoon'), ('flour', 4.5, 'cups'), ('olive oil', 5.0, 'tablespoons'), ('garlic', 2.0, 'cloves'), ('herbs', 3.0, 'tablespoons'), ('salt', None), ('pepper', None)]"
90998b9a,https://nomastehungry.com/best-easy-herbed-garlic-bread/,How to Make The Best Herbed Garlic Bread Recipe,"1 large italian bread (or baguette), 5 tbsp butter (salted), 3 oz fresh basil, 2 oz fresh oregano, 2 oz fresh thyme, 3 cloves garlic (chopped)","Preheat the oven to 350º and prepare a baking sheet., Take the Italian loaf and slice in half lengthwise, then set on the baking sheet., In a food processor, add the butter, garlic, and fresh herbs. Blend until almost all the butter has softened and combined with the herbs and garlic., Taking the back of a spoon or a spatula, spread the herbed garlic butter evenly across both sides of bread., Place in the oven to bake for 15-20 or until the butter melts and the sides of the bread gets golden and crisp. Slice into even pieces.","[('italian bread', 1.0, 'large'), ('butter', 5.0, 'tbsp'), ('basil', 3.0, 'oz'), ('oregano', 2.0, 'oz'), ('thyme', 2.0, 'oz'), ('garlic', 3.0, 'cloves')]"
c9f8b1d3,https://breadbakes.com/italian-herb-bread/,Italian Herb Bread,"525 grams White Bread Flour 14% protein, 2 T Mixed Italian Herbs, 425 grams Warm Water 90-100 F degrees, 11 grams Sea Salt, ⅛ tsp Instant Yeast","Scaling, Measure all ingredients using a digital metric scale.Hint: I prefer to make this dough at night, so about 5:00 p.m., I mix this dough and give it folds throughout the evening and then before bedtime, I place it in the refrigerator to bulk ferment overnight. OR, you can mix early morning, about 7:30 a.m., and leave to bulk ferment on the counter for 6-8 hours until doubled in size, plan to shape/bake that evening about 4:00 p.m., Mixing, Add white flour to large container or bowl., Add and mix Italian Herbs with the flour., Add warm water (90-100 F degrees)., Mix together until no dry flour remains and you have a rough dough., Cover dough and set aside for 30 minutes to allow the flour to autolyze (absorb the moisture)., After 30 minutes, uncover the dough and sprinkle the top evenly with the sea salt and the yeast., Pull outside edge of dough and fold over center, do this 4-6 times until yeast and salt are enclosed., Using two fingers (like you are making the ""OK"" symbol) cut through the dough 3 times., Pull outside edge of dough up, it will not stretch much at this point, and fold over center again, 4-6 times., Repeat the last two steps two more times until the salt and yeast are evenly distributed., Turn the dough over so the last folds you made are tucked under a loose ball. This dough will need to be folded 3-4 times over the next 1.5-2 hours., Cover the dough and allow to rest for 10 minutes., Uncover the dough and perform another fold by pulling the outside edge of the dough upwards, being careful not to tear the dough and folding over the center, 4-6 times., Hint: Every time you fold this dough it will gain elasticity, strength and rise. Pull the dough up and over to achieve maximum stretch without tearing it, this builds the structure to hold the developing carbon dioxide gas., Turn the dough over so the last folds you made are tucked under a loose ball., Wait 30 minutes and perform the last two steps again. You will do this two more times for a total of four folds., Hint: These folds can be done every 30 minutes or longer., Bulk Fermentation (first rise), After 3-4 folds, allow dough to rest until doubled in size, overnight in the refrigerator, or 6 hours at room temperature. My preferred method is to place this dough in the refrigerator overnight to slow the rise which develops flavor.Hint: Using a clear container allows you to easily see when the dough has risen to double its original size. Mark the outside of the container with a marker or elastic at the desired point., Punching/Folding, In the morning, pull the dough from the refrigerator, it should have doubled overnight. If not, leave it at room temperature until doubled. When dough has doubled in size it will be lofty with good structure, bubbles on top and inside. Flour a work surface and gently dump dough out. This will achieve ""punching"" the dough down, or expelling some of the carbon dioxide gas that developed during Bulk Fermentation stage., Dividing, This recipe makes 4 mini rounds. Divide the dough in half and then in half again. Flour a line down the short center of the dough and gently pushing a bench scraper or knife through to divide the dough in two. Divide these two halves again for a total of 4 pieces, about 220-240 gram each. Continue with next step., Next, pull outside edges of each piece of dough up (no need to stretch here) and fold over center, 4-6 times., Pre-shaping or Rounding, Flip dough over so folds are tucked under a loose ball. Repeat until you have 4 loose balls., Bench Proofing or Resting, Cover the loose balls with a kitchen towel or plastic wrap and allow to rest for 5-10 minutes., Prepare the flat baking pan with parchment sprayed lightly with oil., Makeup and Panning, Uncover the dough balls. Tighten them into a round ball. To do that, cup hand around the rear of the round shape and drag the dough towards you on the work surface. Turn the dough a quarter of a turn. Gently pick the dough up and place it further away from you again. Repeat four times or as many times as it takes to create a tightly rounded dough ball. Hint: You will need a little friction to drag the dough ball to tighten it into a round. If there is no friction, clear the work surface of the majority of flour and try again., Once you have four tight dough balls, flour the tops. Pick each one up by gently sliding cupped hands under either side of the ball., Gently lay the balls onto the parchment paper allowing space for them to double. Cover with plastic wrap or a linen towel., Proofing (second rise), If you want to bake that morning, set the dough balls aside in a warm place to proof. Allow the dough balls to rise until it has relaxed and doubled in size. This may take 45 minutes to 1 hour, depending on the room temperature. Hint: If you prefer to bake later in the day, return the formed dough balls on the tray back to the refrigerator for a cold proof. This will take 8 hours. They can be removed from the refrigerator and baked right away once they have doubled in size., Baking, Approximately 30 minutes prior to baking, put a metal cake pan filled with very cold water into your oven to create steam. Set oven temp to 460 F degrees. Set timer for 30 minutes., When timer buzzes, check that your dough balls are doubled.Hint: To check if your dough has risen enough, you can perform the poke test. Poke the dough with a floured finger. If the indent springs back quickly, it is not yet ready to be baked. Allow it to continue to rise. If the indent springs back slowly, it is ready to be baked. If the indent does not spring back at all, it is over-proofed., If your dough is doubled, using kitchen sheers, cut an ""X"" pattern onto the top of each dough ball, being careful not to deflate the dough. Place pan with dough balls in oven to bake.Hint: If the water has boiled away, fill the cake pan again., Bake at 460 F degrees for 25-30 minutes, turn pan half way through baking., Hint: The darker the outside caramelization is on the crust, the more flavor your bread will have. I personally like to bake it to a very rich golden brown., Cooling, Remove the sheet pan with loaves and set on a heat proof surface., Immediately set bread on a cooling rack to allow air flow around the bread. Allow to cool at least 15 minutes, preferably 30 minutes, before slicing.Hint: I know it's hard to wait for that yummy first piece! However, the crumb needs time to cool so it does not get crushed when you try to cut the bread., Storing, If you do not use this bread immediately, it can be stored in the open air for 8 hours, or even overnight, as long as it is not cut., Once the bread has been cut, allow it to cool completely. Store cut side down on a cutting board for up to one day., After that time, slice the remaining bread, place slices in an airtight bag, and freeze the slices. Warm each slice in a toaster before eating.","[('white bread flour', 525.0, 'grams'), ('mixed italian herbs', 2.0, 't'), ('warm water', 425.0, 'grams'), ('sea salt', 11.0, 'grams'), ('instant yeast', 0.125, 'tsp')]"
b8164bf0,https://ohsweetbasil.com/easy-herbed-peasant-bread-recipe/,Easy Herbed Peasant Bread Recipe,"4 Cups All Purpose Flour (or bread flour), 2 1/4 teaspoons Kosher Salt, 2 teaspoons Sugar, 2 teaspoons Instant Yeast, 2 Cups Warm Water, 2 teaspoons Rosemary (freshly chopped), 1 teaspoon Thyme (freshly chopped), 1 teaspoon Parsley (freshly chopped), 2-3 Tablespoons Butter (room temperature), Flaked Sea Salt (if desired)","In a large mixing bowl, stir together the flour, salt, sugar, and instant yeast., Add the water and herbs and then mix until combined., Cover your bowl with plastic wrap and set aside in a warm spot to rise for at least an hour. (Preheat an oven to 170 degrees for 10 min if your house is chilly. With the door cracked place the bowl in.), Preheat the oven to 425. Grease two 1.5-qt oven-safe mixing bowls with about a tablespoon of softened butter each., Use two forks to begin scraping it from the sides of the bowl and folding it into and on top of the dough to create a ball shape., Then, using the forks, divide the dough into two equal portions. Place half of the dough in the first buttered bowl then repeat with the second half of dough in the other bowl., Allow to rest, uncovered for 30 min more. Transfer to the oven for 15 minutes, turn down to 375 degrees and bake 15 min more., Remove from the oven and brush with olive oil or melted butter and a sprinkle of flaked sea salt if desired.","[ ('all purpose flour', 4.0, 'cups'),  ('kosher salt', 2.25, 'teaspoons'),  ('sugar', 2.0, 'teaspoons'),  ('instant yeast', 2.0, 'teaspoons'),  ('warm water', 2.0, 'cups'),  ('rosemary', 2.0, 'teaspoons'),  ('thyme', 1.0, 'teaspoon'),  ('parsley', 1.0, 'teaspoon'),  ('butter', 2.0, 'tablespoons') ]"
99982932,https://www.melskitchencafe.com/herb-focaccia-bread/,Herb Focaccia Bread,"2 3/4 cups all-purpose flour (see note), 1 teaspoon salt, 1 teaspoon sugar, 2 1/2 teaspoons instant yeast, 1 large clove garlic (finely minced), 3/4 teaspoon dried rosemary or 1 tablespoon fresh rosemary (chopped), 1/2 teaspoon dried thyme or 1/2 tablespoon fresh thyme (chopped), 1/2 teaspoon dried oregano, 1/2 teaspoon dried basil, 1 tablespoon olive oil, 1 cup warm water","In a large bowl (or the bowl of a stand mixer), mix the flour, salt, sugar, and yeast. Mix in the garlic and herbs. Pour in the water and olive oil and mix until the dough comes together, by hand or with a dough hook attachment, if using a stand mixer. Knead the dough until it has pulled away from the sides of the bowl (adding additional flour only if necessary – the dough will get less sticky as it kneads), about 4-6 minutes. The dough should be soft and pliable but not overly stiff. Likewise, it shouldn’t leave a lot of sticky dough residue on your fingers. The goal is a soft, supple dough., Cover the bowl with lightly greased plastic wrap and let the dough rise for 30 minutes, until it is puffy. Deflate dough and allow to rest for 5 minutes., Preheat the oven to 425 degrees F. Lightly grease a large, rimmed baking sheet and with your hands, spread the dough out roughly an 8?x10? rectangle. Use your knuckles or fingertips to make indentations over the dough, about every 1/2 inch. Lightly brush dough’s surface with olive oil and bake for 15 to 20 minutes, until golden brown., Immediately after removing from the oven, stir together 1 tablespoon olive oil and 1/2 teaspoon salt and brush over the surface of the hot bread. Tear or slice into pieces and serve.","[('flour', 2.75, 'cups'), ('salt', 1.0, 'teaspoon'), ('sugar', 1.0, 'teaspoon'), ('instant yeast', 2.5, 'teaspoons'), ('garlic', 1.0, 'clove'), ('rosemary', 0.75, 'teaspoon'), ('thyme', 0.5, 'teaspoon'), ('oregano', 0.5, 'teaspoon'), ('basil', 0.5, 'teaspoon'), ('olive oil', 1.0, 'tablespoon'), ('warm water', 1.0, 'cup')]"
33a9efe6,https://thestayathomechef.com/garlic-parmesan-herb-bread/,Rustic Garlic Parmesan Herb Bread,"1 tablespoon instant dry yeast, 1 tablespoon sugar, 1 cup warm water, 1 teaspoon salt, 2 teaspoons dried rosemary, 1 teaspoon dried basil, 1 teaspoon dried oregano, 6 cloves minced garlic, 2 to 2 1/2 cups all-purpose flour, 1/3 cup grated parmesan cheese, 2 tablespoons olive oil, 1 tablespoon butter","In a large mixing bowl, add yeast, sugar, and water. Stir in salt, rosemary, basil, oregano, and garlic., Add in 2 cups of flour and the parmesan cheese and stir until combined. Gradually add in the remaining 1/2 cup flour (if needed) until you have a smooth and elastic dough that is tacky, but doesn't stick to your hands., Transfer to a lightly greased mixing bowl, cover, and let rise until double in size, about 1 hour., Preheat an oven to 375 degrees Fahrenheit. Drizzle a baking sheet with olive oil., Divide the dough in half and shape into two separate round loaves. Place loaves onto the prepared baking sheet. Let rise another 15 to 20 minutes., Top each loaf with 1/2 tablespoon butter., Bake in the 375 degree oven for 18-20 minutes, until golden brown.","[('yeast', 1.0, 'tablespoon'), ('sugar', 1.0, 'tablespoon'), ('water', 1.0, 'cup'), ('salt', 1.0, 'teaspoon'), ('rosemary', 2.0, 'teaspoon'), ('basil', 1.0, 'teaspoon'), ('oregano', 1.0, 'teaspoon'), ('garlic', 6.0, 'cloves'), ('flour', 2.0, 'cups'), ('parmesan cheese', 0.33, 'cup'), ('olive oil', 2.0, 'tablespoons'), ('butter', 1.0, 'tablespoon')]"
09bfcd7c,https://www.food.com/recipe/italian-herb-parmesan-bread-bread-machine-abm-346173,Italian Herb & Parmesan Bread (Bread Machine - Abm),"1 1/4 cups water, 1 1/2 tablespoons olive oil, 1 teaspoon salt, 3 1/2 cups bread flour, 2 teaspoons sugar, 1 tablespoon dried parsley flakes, 1/4 cup grated parmesan cheese, 2 teaspoons dried onion flakes, 1/2 teaspoon dried basil, 1/2 teaspoon garlic powder or 1 teaspoon dried garlic flakes, 2 teaspoons active dry yeast","All ingredients should be at room temperature., Add ingredients as your bread machine directs or:., Add all liquid ingredients to bread pan., Add all dry ingredients except yeast to bread pan., Make a well in dry ingredients and carefully add yeast., Choose the ""French"" bread setting., Choose your crust color, if applicable., Press Start!","[('water', 1.25, 'cups'), ('olive oil', 1.5, 'tablespoons'), ('salt', 1.0, 'teaspoon'), ('bread flour', 3.5, 'cups'), ('sugar', 2.0, 'teaspoons'), ('parsley flakes', 1.0, 'tablespoon'), ('parmesan cheese', 0.25, 'cup'), ('onion flakes', 2.0, 'teaspoons'), ('basil', 0.5, 'teaspoon'), ('garlic powder', 0.5, 'teaspoon'), ('yeast', 2.0, 'teaspoons')]"
86328baa,https://twocupsflour.com/tuscan-herb-bread/,Tuscan Herb Bread,"2 1/2 teaspoons active dry yeast, 1 1/2 cups (240 grams) warm water ((105-110 F)), 1 teaspoon granulated sugar, 3 3/4 cups (439 grams) bread flour, 1 1/2 teaspoons fine sea salt, 1/4 cup Parmigiano-Reggiano cheese (finely grated), 1 tablespoon fresh rosemary (Tuscan Blue) (finely chopped), 1 tablespoon fresh basil (finely chopped), 1 tablespoon fresh thyme (French Thyme) (finely chopped), 1 tablespoon fresh Italian oregano (finely chopped), 1 tablespoon extra virgin olive oil (for coating bowl and brushing on dough)","Line a large rimmed baking sheet with parchment paper., In the bowl of a stand mixer, combine the yeast, sugar and warm water. Gently stir together with handheld whisk. Then, let sit for 10 minutes until foamy., Using a large mixing bowl, whisk together the bread flour, salt, grated Parmigiano-Reggiano cheese and herbs., Turn the mixer onto medium low speed and slowly spoon in the flour mixture., Once dough starts to form increase to medium high., Continue to work the dough for 5 minutes or until a positive ""Window Pane Test"" (Pinch a piece of dough off and spread with finger tips holding up to the light. If the dough stretches without breaking and you can see through the center, gluten has formed and its ready to prove., Gently place the soft and sticky dough into a lightly oiled large bowl. Cover with plastic wrap and place in the fridge to chill for 4 days and up to 7 days for added tangy flavor. The dough will rise and fall while its chilling, and thats totally normal., Remove dough bowl from fridge. Press down any excess air with a slightly floured fist. Weigh and divide the dough equally into two balls. Use lightly floured hands to form each half into a round shape., Place each half onto a medium sized rimmed baking sheet lined with parchment paper. Cover each dough ball loosely with a lightly floured tea towel and allow to warm to room temperature., Dough will then need time to rise again, doubling in size. this could take 1-2 hours depending on temperature of room. The dough will spread more outwardly, looking puffier, rather than growing in height., Preheat oven to 375 F (190 C)., Now that the dough has doubled again, carefully cut a few slits across the top with a sharp knife and sprinkle with more herbs if desired., Place trays with dough side by side on middle rack of the oven. Bake for 30-35 minutes until golden brown., Remove trays from the oven and place the loaves directly onto a wire rack to completely cool., Slice the loaves and serve with dipping oil, cheeses, or fruit spreads.","[('active dry yeast', 2.0, 'teaspoons'), ('warm water', 1.0, 'cups'), ('granulated sugar', 1.0, 'teaspoons'), ('bread flour', 3.75, 'cups'), ('fine sea salt', 1.5, 'teaspoons'), ('parmigiano-reggiano cheese', 0.25, 'cups'), ('fresh rosemary', 1.0, 'tablespoons'), ('fresh basil', 1.0, 'tablespoons'), ('fresh thyme', 1.0, 'tablespoons'), ('fresh italian oregano', 1.0, 'tablespoons'), ('extra virgin olive oil', 1.0, 'tablespoons')]"
ab6f0ebb,https://kneadygirl.com/fresh-herb-bread/,Fresh Herb Bread Recipe,"1 1/2 teaspoons Active Dry Yeast, 1 teaspoon Sugar, 1 Cup Warm Water, 1 teaspoon Salt, 3 Cloves Garlic, minced, 2 1/2 Cups Unbleached, All Purpose Flour, 1/4 Cup Salted Butter, Softened, 1/4 Cup Fresh Herbs, minced","In a large bowl, combine the yeast, sugar, and water. Let sit until foamy, about 5-10 minutes., Add 1 cup flour, salt, and minced garlic to the yeast mixture. Mix until well combined., Stir in another cup of flour and mix. Add more flour as necessary to form a soft dough., Turn the dough out onto a floured board and knead until soft and elastic., Grease a bowl and place dough inside, turning to coat., Cover the bowl with a towel and let dough rise until doubled in a warm place about 45 minutes to an hour., Cream together the butter and herbs until soft and completely combined. Beat it all well., Set Aside., Grease a loaf pan., Punch down the dough and turn out to a floured surface., Knead the dough just slightly., Using a rolling pin, roll dough out to an 11X9 inch rectangular - approximate doesn't need to be exact., Spread the filling evenly onto the dough., Roll the dough from the short end tightly., Cut the dough log in half lengthwise, exposing the herb layers., Twist the halves together and pinch ends together., Place the twist into the prepared bread pan., Cover with a clean towel and let rise in a warm location until doubled, about 30 minutes., Meanwhile, preheat oven to 350 degrees Fahrenheit., When risen, place pan in the preheated oven and bake for 40 to 45 minutes or until the top is golden brown and the bread sounds hollow when tapped with a knuckle., Place the pan on a wire rack and let bread cool in the pan for 15 minutes., Remove bread from the pan and let cool completely on the cooling rack.","('active dry yeast', 1.5, 'teaspoons'), ('sugar', 1.0, 'teaspoon'), ('warm water', 1.0, 'cup'), ('salt', 1.0, 'teaspoon'), ('garlic', 3.0, 'clove'), ('unbleached', 2.5, 'cups'), ('all purpose flour', 2.5, 'cups'), ('butter', 0.25, 'cup'), ('fresh herbs', 0.25, 'cup')"
