2024-06-03 20:34:41,705 - cauldron - INFO   - cauldron_app.py - __init__ - Initializing Cauldron Application
2024-06-03 20:34:42,608 - cauldron - INFO   - recipe_graph.py - fresh_graph - Creating a new recipe graph.
2024-06-03 20:34:42,609 - cauldron - INFO   - recipe_graph.py - __init__ - Initializing RecipeGraph object.
2024-06-03 20:34:42,610 - cauldron - INFO   - recipe_graph.py - fresh_mods_list - Creating a new mods list.
2024-06-03 20:34:42,610 - cauldron - INFO   - recipe_graph.py - __init__ - Initializing ModsList object.
2024-06-03 20:34:42,611 - cauldron - INFO   - recipe_graph.py - save_mods_list_to_file - Saving mods list to file.
2024-06-03 20:34:42,612 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating all agents.
2024-06-03 20:34:42,612 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating supervisor agent: ConductorAgent
2024-06-03 20:34:42,613 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent ConductorAgent created.
2024-06-03 20:34:42,613 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating supervisor agent: RecipeResearchAgent
2024-06-03 20:34:42,614 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent RecipeResearchAgent created.
2024-06-03 20:34:42,614 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: SearchAgent
2024-06-03 20:34:43,097 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent SearchAgent created.
2024-06-03 20:34:43,097 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: RecipeScraperAgent
2024-06-03 20:34:43,099 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent RecipeScraperAgent created.
2024-06-03 20:34:43,099 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: ModificationsAgent
2024-06-03 20:34:43,103 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent ModificationsAgent created.
2024-06-03 20:34:43,103 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: DevelopmentTrackerAgent
2024-06-03 20:34:43,106 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent DevelopmentTrackerAgent created.
2024-06-03 20:34:43,106 - cauldron - INFO   - agent_defs.py - create_all_agents - All agents created.
2024-06-03 20:34:57,360 - cauldron - INFO   - langchain_util.py - agent_node - Agent ConductorAgent invoked with state: {'messages': [HumanMessage(content="Let's make gluten-free sandwich bread")], 'sender': 'user', 'next': 'ConductorAgent'}
2024-06-03 20:34:57,962 - cauldron - INFO   - langchain_util.py - agent_node - Agent RecipeResearchAgent invoked with state: {'messages': [HumanMessage(content="Let's make gluten-free sandwich bread")], 'sender': 'ConductorAgent', 'next': 'RecipeResearchAgent'}
2024-06-03 20:35:09,037 - cauldron - INFO   - langchain_util.py - agent_node - Agent SearchAgent invoked with state: {'messages': [HumanMessage(content="Let's make gluten-free sandwich bread")], 'sender': 'RecipeResearchAgent', 'next': 'SearchAgent'}
2024-06-03 20:35:09,712 - cauldron - INFO   - langchain_util.py - agent_node - Agent RecipeResearchAgent invoked with state: {'messages': [HumanMessage(content="Let's make gluten-free sandwich bread"), AIMessage(content='I have found several gluten-free sandwich bread recipes for you:\n\n1. [Gluten-Free Sandwich Bread Recipe](https://glutenfreebaking.com/gluten-free-sandwich-bread/): This recipe is easy and does not contain corn, dairy, or soy. It recommends using an 8-1/2" by 4-1/2" by 2-3/4" pan for baking.\n\n2. [King Arthur Baking - Gluten-Free Sandwich Bread Recipe](https://www.kingarthurbaking.com/recipes/gluten-free-sandwich-bread-recipe): This recipe suggests greasing an 8 1/2" by 4 1/2" loaf pan or a 9" x 4" x 4" gluten-free loaf pan for a taller loaf. It provides detailed instructions for preparing the dough and baking the bread.\n\n3. [Meaningful Eats - Gluten-Free Sandwich Bread Recipe](https://meaningfuleats.com/gluten-free-sandwich-bread/): This recipe involves combining dry ingredients in a stand mixer, adding psyllium husk mixture, eggs, butter, and honey to the flour blend, and beating the dough for 6 minutes before baking.\n\n4. [Gluten-Free on a Shoestring - Gluten-Free Bread Recipe](https://glutenfreeonashoestring.com/gluten-free-bread-recipe/): This recipe advises cooling the bread in the pan for 10 minutes before transferring it to a cooling rack to prevent the crust from getting soggy.\n\n5. [King Arthur Baking - Easy Gluten-Free Bread Recipe](https://www.kingarthurbaking.com/recipes/easy-gluten-free-bread-recipe): This recipe includes preheating the oven, making diagonal cuts on the dough before baking, and baking the bread until golden brown.\n\nYou can choose any of these recipes to make your gluten-free sandwich bread.', name='SearchAgent')], 'sender': 'SearchAgent', 'next': 'SearchAgent'}
2024-06-03 20:35:29,108 - cauldron - INFO   - langchain_util.py - agent_node - Agent RecipeScraperAgent invoked with state: {'messages': [HumanMessage(content="Let's make gluten-free sandwich bread"), AIMessage(content='I have found several gluten-free sandwich bread recipes for you:\n\n1. [Gluten-Free Sandwich Bread Recipe](https://glutenfreebaking.com/gluten-free-sandwich-bread/): This recipe is easy and does not contain corn, dairy, or soy. It recommends using an 8-1/2" by 4-1/2" by 2-3/4" pan for baking.\n\n2. [King Arthur Baking - Gluten-Free Sandwich Bread Recipe](https://www.kingarthurbaking.com/recipes/gluten-free-sandwich-bread-recipe): This recipe suggests greasing an 8 1/2" by 4 1/2" loaf pan or a 9" x 4" x 4" gluten-free loaf pan for a taller loaf. It provides detailed instructions for preparing the dough and baking the bread.\n\n3. [Meaningful Eats - Gluten-Free Sandwich Bread Recipe](https://meaningfuleats.com/gluten-free-sandwich-bread/): This recipe involves combining dry ingredients in a stand mixer, adding psyllium husk mixture, eggs, butter, and honey to the flour blend, and beating the dough for 6 minutes before baking.\n\n4. [Gluten-Free on a Shoestring - Gluten-Free Bread Recipe](https://glutenfreeonashoestring.com/gluten-free-bread-recipe/): This recipe advises cooling the bread in the pan for 10 minutes before transferring it to a cooling rack to prevent the crust from getting soggy.\n\n5. [King Arthur Baking - Easy Gluten-Free Bread Recipe](https://www.kingarthurbaking.com/recipes/easy-gluten-free-bread-recipe): This recipe includes preheating the oven, making diagonal cuts on the dough before baking, and baking the bread until golden brown.\n\nYou can choose any of these recipes to make your gluten-free sandwich bread.', name='SearchAgent')], 'sender': 'RecipeResearchAgent', 'next': 'RecipeScraperAgent'}
2024-06-03 20:35:29,789 - cauldron - INFO   - langchain_util.py - agent_node - Agent RecipeResearchAgent invoked with state: {'messages': [HumanMessage(content="Let's make gluten-free sandwich bread"), AIMessage(content='I have found several gluten-free sandwich bread recipes for you:\n\n1. [Gluten-Free Sandwich Bread Recipe](https://glutenfreebaking.com/gluten-free-sandwich-bread/): This recipe is easy and does not contain corn, dairy, or soy. It recommends using an 8-1/2" by 4-1/2" by 2-3/4" pan for baking.\n\n2. [King Arthur Baking - Gluten-Free Sandwich Bread Recipe](https://www.kingarthurbaking.com/recipes/gluten-free-sandwich-bread-recipe): This recipe suggests greasing an 8 1/2" by 4 1/2" loaf pan or a 9" x 4" x 4" gluten-free loaf pan for a taller loaf. It provides detailed instructions for preparing the dough and baking the bread.\n\n3. [Meaningful Eats - Gluten-Free Sandwich Bread Recipe](https://meaningfuleats.com/gluten-free-sandwich-bread/): This recipe involves combining dry ingredients in a stand mixer, adding psyllium husk mixture, eggs, butter, and honey to the flour blend, and beating the dough for 6 minutes before baking.\n\n4. [Gluten-Free on a Shoestring - Gluten-Free Bread Recipe](https://glutenfreeonashoestring.com/gluten-free-bread-recipe/): This recipe advises cooling the bread in the pan for 10 minutes before transferring it to a cooling rack to prevent the crust from getting soggy.\n\n5. [King Arthur Baking - Easy Gluten-Free Bread Recipe](https://www.kingarthurbaking.com/recipes/easy-gluten-free-bread-recipe): This recipe includes preheating the oven, making diagonal cuts on the dough before baking, and baking the bread until golden brown.\n\nYou can choose any of these recipes to make your gluten-free sandwich bread.', name='SearchAgent'), AIMessage(content='I have gathered information on gluten-free sandwich bread recipes for you:\n\n1. **[How to Make the Best Gluten-Free Sandwich Bread](https://glutenfreebaking.com/gluten-free-sandwich-bread/)**\n   - **Ingredients:**\n     - 3/4 cup warm water\n     - 1 packet instant/rapid rise yeast\n     - 1 1/2 cups millet flour\n     - 1 cup tapioca starch\n     - 2 tablespoons granulated sugar\n     - 2 teaspoons xanthan gum\n     - 1 teaspoon table salt\n     - 1/2 teaspoon baking powder\n     - 3 large eggs\n     - 2 tablespoons olive or vegetable oil\n     - 1 teaspoon apple cider vinegar\n   - **Instructions:** \n     - Includes steps for mixing, proofing, baking, and storing the bread.\n\n2. **[Gluten-Free Sandwich Bread](https://www.kingarthurbaking.com/recipes/gluten-free-sandwich-bread-recipe)**\n   - **Ingredients:**\n     - 3 cups King Arthur Gluten-Free All-Purpose Flour\n     - 3 tablespoons granulated sugar\n     - 2 teaspoons instant yeast\n     - 1 1/4 teaspoons table salt\n     - 1 1/4 teaspoons xanthan gum\n     - 1 cup warm milk\n     - 4 tablespoons butter\n     - 3 large eggs\n   - **Instructions:** \n     - Includes steps for mixing, rising, baking, and storing the bread.\n\n3. **[Gluten-Free Sandwich Bread (Amazing & Easy!)](https://meaningfuleats.com/gluten-free-sandwich-bread/)**\n   - **Ingredients:**\n     - 1 3/4 cups gluten-free 1:1 baking flour\n     - 1 envelope highly active or instant yeast\n     - 1/2 cup almond flour\n     - 1 teaspoon fine salt\n     - 1 cup warm water\n     - 1/4 cup ground flaxseed meal\n     - 2 teaspoons psyllium husk powder\n     - 3 eggs\n     - 2 tablespoons honey\n     - 1/4 cup butter\n   - **Instructions:** \n     - Includes steps for mixing, rising, baking, and cooling the bread.\n\n4. **[Easy White Gluten Free Bread Recipe for Sandwiches | Tender and Springy](https://glutenfreeonashoestring.com/gluten-free-bread-recipe/)**\n   - **Ingredients:**\n     - 3 cups all-purpose gluten-free flour blend\n     - 3 teaspoons xanthan gum\n     - 2 1/2 teaspoons instant yeast\n     - 1/4 teaspoon cream of tartar\n     - 2 tablespoons granulated sugar\n     - 2 teaspoons kosher salt\n     - 1 1/2 cups warm milk\n     - 4 tablespoons unsalted butter\n     - 1 teaspoon apple cider vinegar\n     - 2 egg whites\n   - **Instructions:** \n     - Includes steps for mixing, rising, baking, and freezing the bread.\n\n5. **[Easy Gluten-Free Bread](https://www.kingarthurbaking.com/recipes/easy-gluten-free-bread-recipe)**\n   - **Ingredients:**\n     - 1 1/4 cups water\n     - 2 tablespoons granulated sugar\n     - 2 tablespoons vegetable oil\n     - 1 tablespoon white vinegar\n     - 2 teaspoons active dry yeast\n     - 1 1/4 teaspoons table salt\n     - 2 1/2 cups King Arthur Gluten-Free Bread Flour\n     - 1 tablespoon vegetable oil\n   - **Instructions:** \n     - Includes steps for mixing, shaping, baking, and storing the bread.\n\nYou can choose a recipe to proceed with making your gluten-free sandwich bread.', name='RecipeScraperAgent')], 'sender': 'RecipeScraperAgent', 'next': 'RecipeScraperAgent'}
