2024-06-03 13:09:52,499 - cauldron - INFO   - cauldron_app.py - __init__ - Initializing Cauldron Application
2024-06-03 13:09:53,401 - cauldron - INFO   - recipe_graph.py - fresh_graph - Creating a new recipe graph.
2024-06-03 13:09:53,402 - cauldron - INFO   - recipe_graph.py - __init__ - Initializing RecipeGraph object.
2024-06-03 13:09:53,402 - cauldron - INFO   - recipe_graph.py - fresh_mods_list - Creating a new mods list.
2024-06-03 13:09:53,403 - cauldron - INFO   - recipe_graph.py - __init__ - Initializing ModsList object.
2024-06-03 13:09:53,403 - cauldron - INFO   - recipe_graph.py - save_mods_list_to_file - Saving mods list to file.
2024-06-03 13:09:53,404 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating all agents.
2024-06-03 13:09:53,404 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating supervisor agent: ConductorAgent
2024-06-03 13:09:53,405 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent ConductorAgent created.
2024-06-03 13:09:53,405 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating supervisor agent: RecipeResearchAgent
2024-06-03 13:09:53,407 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent RecipeResearchAgent created.
2024-06-03 13:09:53,407 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: SearchAgent
2024-06-03 13:09:53,870 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent SearchAgent created.
2024-06-03 13:09:53,871 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: RecipeScraperAgent
2024-06-03 13:09:53,872 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent RecipeScraperAgent created.
2024-06-03 13:09:53,872 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: ModificationsAgent
2024-06-03 13:09:53,876 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent ModificationsAgent created.
2024-06-03 13:09:53,876 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: DevelopmentTrackerAgent
2024-06-03 13:09:53,879 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent DevelopmentTrackerAgent created.
2024-06-03 13:09:53,880 - cauldron - INFO   - agent_defs.py - create_all_agents - All agents created.
2024-06-03 13:09:59,339 - cauldron - INFO   - langchain_util.py - agent_node - Agent ConductorAgent invoked with state: {'messages': [HumanMessage(content="Let's make chocolate chip cookies")], 'sender': 'user', 'next': 'ConductorAgent'}
