2024-06-03 19:27:29,417 - cauldron - INFO   - cauldron_app.py - __init__ - Initializing Cauldron Application
2024-06-03 19:27:30,332 - cauldron - INFO   - recipe_graph.py - fresh_graph - Creating a new recipe graph.
2024-06-03 19:27:30,332 - cauldron - INFO   - recipe_graph.py - __init__ - Initializing RecipeGraph object.
2024-06-03 19:27:30,333 - cauldron - INFO   - recipe_graph.py - fresh_mods_list - Creating a new mods list.
2024-06-03 19:27:30,334 - cauldron - INFO   - recipe_graph.py - __init__ - Initializing ModsList object.
2024-06-03 19:27:30,334 - cauldron - INFO   - recipe_graph.py - save_mods_list_to_file - Saving mods list to file.
2024-06-03 19:27:30,335 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating all agents.
2024-06-03 19:27:30,335 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating supervisor agent: ConductorAgent
2024-06-03 19:27:30,336 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent ConductorAgent created.
2024-06-03 19:27:30,337 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating supervisor agent: RecipeResearchAgent
2024-06-03 19:27:30,337 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent RecipeResearchAgent created.
2024-06-03 19:27:30,338 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: SearchAgent
2024-06-03 19:27:30,816 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent SearchAgent created.
2024-06-03 19:27:30,817 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: RecipeScraperAgent
2024-06-03 19:27:30,819 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent RecipeScraperAgent created.
2024-06-03 19:27:30,819 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: ModificationsAgent
2024-06-03 19:27:30,822 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent ModificationsAgent created.
2024-06-03 19:27:30,822 - cauldron - INFO   - agent_defs.py - create_all_agents - Creating agent: DevelopmentTrackerAgent
2024-06-03 19:27:30,825 - cauldron - INFO   - agent_defs.py - create_all_agents - Agent DevelopmentTrackerAgent created.
2024-06-03 19:27:30,825 - cauldron - INFO   - agent_defs.py - create_all_agents - All agents created.
2024-06-03 19:27:33,167 - cauldron - INFO   - langchain_util.py - agent_node - Agent ConductorAgent invoked with state: {'messages': [HumanMessage(content="Let's make chocolate chip cookies")], 'sender': 'user', 'next': 'ConductorAgent'}
2024-06-03 19:27:33,734 - cauldron - INFO   - langchain_util.py - agent_node - Agent RecipeResearchAgent invoked with state: {'messages': [HumanMessage(content="Let's make chocolate chip cookies")], 'sender': 'ConductorAgent', 'next': 'RecipeResearchAgent'}
2024-06-03 19:27:39,486 - cauldron - INFO   - langchain_util.py - agent_node - Agent SearchAgent invoked with state: {'messages': [HumanMessage(content="Let's make chocolate chip cookies")], 'sender': 'RecipeResearchAgent', 'next': 'SearchAgent'}
2024-06-03 19:27:40,122 - cauldron - INFO   - langchain_util.py - agent_node - Agent RecipeResearchAgent invoked with state: {'messages': [HumanMessage(content="Let's make chocolate chip cookies"), AIMessage(content='I have found several chocolate chip cookies recipes for you:\n\n1. [The Best Chocolate Chip Cookie Recipe Ever](https://joyfoodsunshine.com/the-most-amazing-chocolate-chip-cookies/)\n2. [Chewy Chocolate Chip Cookies](https://sallysbakingaddiction.com/chewy-chocolate-chip-cookies/)\n3. [Best Chocolate Chip Cookies](https://www.allrecipes.com/recipe/10813/best-chocolate-chip-cookies/)\n4. [Ultimate Chocolate Chip Cookies](https://www.bettycrocker.com/recipes/ultimate-chocolate-chip-cookies/77c14e03-d8b0-4844-846d-f19304f61c57)\n\nPlease let me know if you would like more details on any specific recipe.', name='SearchAgent')], 'sender': 'SearchAgent', 'next': 'SearchAgent'}
2024-06-03 19:27:59,804 - cauldron - INFO   - langchain_util.py - agent_node - Agent RecipeScraperAgent invoked with state: {'messages': [HumanMessage(content="Let's make chocolate chip cookies"), AIMessage(content='I have found several chocolate chip cookies recipes for you:\n\n1. [The Best Chocolate Chip Cookie Recipe Ever](https://joyfoodsunshine.com/the-most-amazing-chocolate-chip-cookies/)\n2. [Chewy Chocolate Chip Cookies](https://sallysbakingaddiction.com/chewy-chocolate-chip-cookies/)\n3. [Best Chocolate Chip Cookies](https://www.allrecipes.com/recipe/10813/best-chocolate-chip-cookies/)\n4. [Ultimate Chocolate Chip Cookies](https://www.bettycrocker.com/recipes/ultimate-chocolate-chip-cookies/77c14e03-d8b0-4844-846d-f19304f61c57)\n\nPlease let me know if you would like more details on any specific recipe.', name='SearchAgent')], 'sender': 'RecipeResearchAgent', 'next': 'RecipeScraperAgent'}
2024-06-03 19:28:00,516 - cauldron - INFO   - langchain_util.py - agent_node - Agent RecipeResearchAgent invoked with state: {'messages': [HumanMessage(content="Let's make chocolate chip cookies"), AIMessage(content='I have found several chocolate chip cookies recipes for you:\n\n1. [The Best Chocolate Chip Cookie Recipe Ever](https://joyfoodsunshine.com/the-most-amazing-chocolate-chip-cookies/)\n2. [Chewy Chocolate Chip Cookies](https://sallysbakingaddiction.com/chewy-chocolate-chip-cookies/)\n3. [Best Chocolate Chip Cookies](https://www.allrecipes.com/recipe/10813/best-chocolate-chip-cookies/)\n4. [Ultimate Chocolate Chip Cookies](https://www.bettycrocker.com/recipes/ultimate-chocolate-chip-cookies/77c14e03-d8b0-4844-846d-f19304f61c57)\n\nPlease let me know if you would like more details on any specific recipe.', name='SearchAgent'), AIMessage(content='I have gathered information on the chocolate chip cookie recipes:\n\n1. **The Best Chocolate Chip Cookie Recipe Ever:**\n   - **Ingredients:**\n     - 1 cup salted butter, softened\n     - 1 cup granulated sugar\n     - 1 cup light brown sugar, packed\n     - 2 teaspoons pure vanilla extract\n     - 2 large eggs\n     - 3 cups all-purpose flour\n     - 1 teaspoon baking soda\n     - ½ teaspoon baking powder\n     - 1 teaspoon sea salt\n     - 2 cups chocolate chips (14 oz)\n   - **Instructions:**\n     1. Preheat oven to 375 degrees F.\n     2. Cream together butter and sugars until combined.\n     3. Beat in eggs and vanilla until light.\n     4. Mix in the dry ingredients until combined.\n     5. Add chocolate chips and mix well.\n     6. Roll dough into balls and place on baking sheets.\n     7. Bake for 8-10 minutes.\n     8. Let them sit on the baking pan before removing to a cooling rack.\n\n2. **Chewy Chocolate Chip Cookies:**\n   - **Ingredients:**\n     - 2 and 1/4 cups all-purpose flour\n     - 1 teaspoon baking soda\n     - 1 and 1/2 teaspoons cornstarch\n     - 1/2 teaspoon salt\n     - 3/4 cup unsalted butter, melted & cooled\n     - 3/4 cup packed light or dark brown sugar\n     - 1/2 cup granulated sugar\n     - 1 large egg + 1 egg yolk\n     - 2 teaspoons pure vanilla extract\n     - 1 and 1/4 cups semi-sweet chocolate chips\n   - **Instructions:** (Includes chilling the dough)\n     - Whisk dry ingredients, mix wet ingredients, combine, chill, bake, and cool.\n\n3. **Best Chocolate Chip Cookies:**\n   - **Ingredients:**\n     - Butter, sugar, eggs, vanilla extract, baking soda, hot water, salt, flour, chocolate chips, walnuts\n   - **Instructions:**\n     - Cream butter and sugars, add eggs and vanilla, mix dry ingredients, stir in chocolate chips and walnuts, bake, and cool.\n\n4. **Ultimate Chocolate Chip Cookies:**\n   - **Ingredients:**\n     - All-purpose flour, baking soda, salt, butter, granulated sugar, brown sugar, egg, vanilla, chocolate chips, nuts (optional)\n   - **Instructions:**\n     - Mix dry ingredients, beat butter and sugars, add egg and vanilla, combine, drop dough on sheets, bake, and cool.\n\nIf you would like a detailed JSON representation of any specific recipe, please let me know.', name='RecipeScraperAgent')], 'sender': 'RecipeScraperAgent', 'next': 'RecipeScraperAgent'}
